Review,Rating
"Nothing ,

All are excellent!!",positive
"Great location, not the classiest hotel but good budget hotel.
The lift is something else and an experience in its self.
Just breathe in.",negative
The staff was very friendly and the hotel was extremely clean and quiet. A short walk to the center of town.,positive
"There was not even a small vacuum or a manual brush to clean up the floor, only a little one. With 2 children under 4 it would be useful. I would suggest even, that a cheap automatic robot would do, it would be a great addition. ,

It was very clean and all the necessary appliances were available.",positive
"The room was very bright once the sun was up. The curtains are very thin and bright and we were on the sunny side, so it was as bright inside as outside. It was also partially very loud due to some heavy door that was often opened and closed.,

The staff was friendly, the bed was comfortable and the shower was good. The breakfast was very good. The price was also appropriate.",positive
Big thank to Dimetry a good person,positive
"Toilet in corridor outside room,

Comfortable property in good location",positive
"The hostess was incredibly welcoming, receiving us with a smile on her face. The room and beds were great, with on top of that an excellent breakfast.I would 100% recomment it to any possible future guest.",positive
"No (temporary) parking facility in front of the hotel. Beds need to be replaced, getting too soft with a whole in the middle ,

Very close to shopping, Grand Place and loads of nice restaurants. Clean hotel, friendly staff, well organised. Executive Rooms are very spacious.",positive
"I booked in this hotel but the owner has various others and gave me free upgrade to 4 star superior hotel near by with excellent restaurant.
Hotel was not far.",positive
"More pillows on the beds/mini fridge in rooms would be nice but it didn't dampen our stay. ,

Location/faculty/room were amazing.",positive
Ligging is top!,positive
"Perfect location, warm welcome and comfortable room.",positive
"Good location, near the market square and train station
Complete facilities, with luggage storage after checkout
Friendly staff",positive
"The Beds are not comfortable ,

Good location 
Cheapest room",negative
breakfast in the room cos of corona was plenty and very good ! lovely room nice place to stay close to all the lovely sights in Bruges !!,positive
"Great location with a view on the castle and church, at the starting point of all regional hikes, near all shops.
Spacious modern apartment. Eyes for details like complimentary chocolates and Chouffe beer in the fridge, cosy blankets, and even a Christmas tree 🙂",positive
Hotel is sterk gedateerd,negative
"The toilet had an unpleasant odor that kept us up at night.  There was also a bright light from the street that shone in our windows until about 23.00.  Finally, the breakfast was very basic compared to the other places we stayed during the week.,

The staff was very friendly and helpful.  The location was perfect, close to the beach and the station.  We also had plenty of space in our room for two adults and one child.",negative
"We didn't have any dislikes, we really couldn't fault the B & B, the people and town were both friendly and accomodating.,

The B & B was very close to the city centre only a 5/10 min walk. The facilities were very good, the owners couldn't do enough for you, they gave us lots of information to help our visit,  nothing was too much trouble.  Parking was great across the road and was free. Very comfy beds, tea and coffee available in the rooms, great breakfast, we could go on but we would definitely recommend this B & B and will definately return.",positive
Beautiful location and host.  Picturesque is the perfect description for the outlook from the property over the city.,positive
Nice decoration,positive
"Letting people know the room key opens the front door too we got caught in the rain.,

The excellent breakfast. Very quiet.",negative
"The photos led me to believe that the gracious curved and arched exterior was the hotel entrance. Actually it is a view down a side street next to the hotel.  It’s an old hotel made of multiple buildings so we had to go through hallways, out back through a courtyard, then into another building and up some very steep narrow stairs to get to our rooms.,

Location, location.  Near Market square and several excellent restaurants, yet not in the most crowded areas so quiet at night. Great breakfast. Very cordial staff.  Our family of four got two rooms and they adjoined and one was very spacious, the other not too small.",positive
"Confused that they didn’t know it was the carfree day in Mechelen when we were there and they did not really have advice on whether we would be able to get out by car on the Sunday when I rang to ask about it. In fact they gave us the wrong advice about the timings but that was due to a misprint in local paper. We solved’it ourselves with using town edge parking and taxi.
Bit strange that all the cleaners tackle was just dumped in the corridor next to our room when we arrived and room next to us was wide open and it stayed like that all night, as if cleaner had just downed tools and left.,

No problem that we arrived very late evening after attending a wedding, night staff checked us in cheerily.
View of St Rombauds from window - if you looked along side of building.
Modern room though just a bit cheerless - could do with a bit more colour or decoration.
Modern led lighting strips.
Excellent breakfast though it did cost 18€ per person.
Very easy walking distance to Mechelen sights.
Friendly and helpful staff, had a solution for everything - lockable baggage store available after checkout until we wanted to depart. Helpful in calling us a taxi and suggested we use the lounge bar until taxi arrived on our departure.
We have good impressions of our short stay here. Liked the small outdoor areas on each floor. Could be even better used if there was seating on them.",positive
Only issue was advertised wifi didn’t work in our room,positive
"Nice location,hostel clean and a good value WC and shower inside room.",positive
met with my expectation.,negative
"Nothing,

Location cosines welcome",positive
"The doorhandle has to be turned upwards, otherwise the door won't open.,

Extremely quiet. Supermarket right around the corner.",positive
"Fly's everywhere including on your meals no tea/coffee in the room bought a chicken salad for lunch spent all night vomiting and diarrhea I only ate from the hotel so it could not have been from somewhere else menus not available in English .,

Comfortable beds clean rooms",negative
Friendly staff and an excellent breakfast.,positive
"There was nothing we did not like.,

Kris was there to meet us at the agreed time, the location was close to the Menen Gate, but in a quiet area, and there were no steps to get to our room. They also offered an umbrella for our evening walk. Parking out the front was easily available.",positive
"Nothing at all,

A typical farm breakfast. Natalie was an awesome hostess and so friendly and nice.  If your an American visiting Bastogne, the surrounding battlefields,  american cemetaries its a perfect location",positive
"Very helpful staff. It rained a lot and they lend us umbrellas. Provided a map and information to visit places around as well as bu local transportation. Nice rooms. Nice location ,

Everything.",positive
"Nothing, it is really a great place.,

The hotel is perfect for a visit to Blankenberge!! The staff is very friendly. The restaurant has excellent food. The hotel is conveniently located.",positive
"All good,

Stayed in the lovely attic room. The beds were very comfy and the duvets very warm.",positive
"nothing ... I was only there for a one night stay, and it was perfect for me.,

The staff were very helpful, finding space for my motorcycle. The rooms were comfortable, and the location excellent ... close the centre but far away to avoid noise",positive
Breakfast was great and the location was excellent,positive
"i dont like such kind of shower. It is impossible wash body without wetting your head. It is impossible to regulate strеnth of water pressure. The length of bed in the top of double bed is short to me.,

Spacious room. Very good personals. They helped me two times. Friendly atmosphere. Very big good lockers.  I enjoyed staying here.",positive
"Nobody on reception. First room given hasn't been cleaned or bedding changed,

Location. Room eventually",negative
"Slightly noisy with little sound insulation in an old property like this one.,

Warm welcome from the front desk staff. A really fabulous central location in Bruges but at modest prices. Good breakfast served safely in the room in covid constrained  times. Lovely art work on the walls around the hotel. Safe bicycle parking has to be arranged in the hotel car park.",positive
"Nothing the apartment can help, but in summertime, in the centre, every night there is quite loud music and talk explaining the history of the village. It lasts about twenty minutes.,

Excellent quality of interior, finishing and all the amenities: all available like tea and coffee, washing up liquid, la chouffe beers, oil to cook, shampoo even chocolates for the kids.
To our surprise there was also a netflix account to be used!!
Location is spot on, right in the city centre, within a minute you can get food from the supermarket, fresh bread from the bakery, pick up pizza's, or visit the tourist information.
Plenty of parking to (un) load, a short walk from free parking.
Dishwasher and dishwasher tablets available, all clean and made beds. Excellent.
Family of four and had plenty of space.",positive
"Close to the station, Lippenslaan shopping street and Beach, relaxing atmosphere",positive
"Nothing really, just concerned about staying there in colder temperatures.,

Kris very friendly and informative host, room clean and comfortable, but could see no heating apart from the A/C unit. Excellent location just behind the Market Square with free parking opposite the house. Very nice breakfast.",positive
"Not at all ""Pittoresque""! No parking, many stairs to climb before you enter the house, no WC in the room or bath room, very small bathroom with a very small washbasin without plug that would rather expect in a toilet, breakfast OK but by no means something special as described on their website,

The region. The WiFi worked very well. It was quiet.",negative
Central location.,positive
"It was very hot in the room and there was not a/c. If you open the window, you hear the cars. So if they had ac or fans in the bedrooms, the will improve the quality of the hotel considerably.
,

Very nice  breakfast and location.",positive
"Very friendly staff. Large room with full en-suite. An excellent breakfast ,

An excellent location for your stay in Brugge.",positive
"Excellent location close to the cathedral. Pleasant room. Very good breakfast, quite expensive at 18 euros but high quality food.",positive
"Nothing I didn't like,

Very accommodating  for us and our 3 children. Breakfast was fantastic and location was great.  Walking distance to town centre",positive
"Heavenly beer, nice personal. Breakfast was quite modest, but orange juice and jams were amazing:)",positive
"Being charged more on arrival than what I was told when I booked on the internet,

Location was good",positive
"A bigger table or the addition of another small table in the room.  As we ordered food to eat in the room(for a family of four) was a little hectic with the kids and the furniture available in the room.,

The staff, the parking, the bar patio, the location (very centrally located).  The environment of the hotel was magic.  The attentiveness with the breakfast and the accommodations to order food out and bring it into your room or being able to enjoy it in the patio outdoors.",positive
"Owners helpful, high standard, good lokalisatie",positive
"Not having a kettle and coffee in the room,

Excellent and friendly staff who were very helpful",positive
"Very helpful host, lovely bedroom, great location, lovely breakfast",positive
"The breakfast, while lovely, was very dear.,

Location was fab, only 2 minute walk from the center. Hotel was stunning and extremely clean. Comfiest bed I've ever slept in! Staff were really friendly and helpful and couldn't recommend the hotel more.",positive
bed,positive
"I found the bed uncomfortable I am afraid due to a very poorly fitting and crackly mattress protector.,

Lovely welcome.  All the staff were friendly and nothing was too much trouble.",positive
"Nice and very clean hotel in historical/central area of Mechelen. Spacious and comfortable rooms. Friendly staff. All in all, we were very satisfied with our stay experience. We will definitely consider this hotel for our next stays in Mechelen.",positive
"Nothing.,

We loved the convenience of the location.  The breakfast was superb and we were delighted by our modern bedroom which was in an annexe in the beautiful garden.",positive
This is the BEST HOSTEL EVER!!!!! EMPLOYEE ALWAYS SMILE AND SO KINDLY!!!!! I HAVE TO GO THERE AND AGAIN STAY THERE!!! WE LOVE SNUFFLE HOSTEL!! THANK YOU SO MUCH FOR EVERYTHING 🤗,positive
"In my room, I don't have wifi connection. It was the biggest disadvantage, the second one room was placed at the end of the very, very long corridor when I reached the end I was a little bit tired :P Elevator is a little bit frightening,

Great localization, it was really close to the sea, shops, restaurants. Check-in and check-out process was fast and without any problem, the staff is professional. From my window, I can go to something like fire escape stairs which was really awesome, this is the biggest advantage of this place.",negative
"Covid measures? This of course gives some restrictions but we don't felt anyway restricted by our hotel. This means in fact NOTHING! Ty!!!!,

The hotel is located near to the (shopping) center of Brugge, approximately 1,5 km from the central rail station. We've been there during the heaviest Covid-19 measures the country has known. We felt really secure during our stay and even it was different from everything we knew, we really enjoyed. Breakfast was served at booked time in the hotel room and at Brugge you're able to take-away your dinners in person or order takeaway, deliveroo or uber. This went a great stay for us in Bruges!",positive
"nothing,

Everything",positive
"Nothing,

Value for money Exceptionally clean and tidy.Lovely fresh breakfast",positive
"It had no view of anything.,

Location was good.Room size was good.",positive
"Parking,

Alles correct",positive
Very good breakfast,positive
"The parfum in the lobby and quiet noisy, you hear all cars over the cobblestones and people talking outside, every word, the movement of the sliding door of the reception, disturbing,

Location",positive
"This was the perfect B&B and had everything you needed. The room was clean and spacious- excellent shower/tea&coffee making facilities in the room. Breakfast had everything you could want (fresh fruit, cereal, yoghurts, fresh bread, hams & cheeses) inc freshly made eggs & bacon cooked to your choice. The location was also very central. Everywhere was spotless clean and the owner very friendly.",positive
just best hostel in brugge,positive
"Curtains were smelling,

Bed n toilet",positive
"Covid measures? This of course gives some restrictions but we don't felt anyway restricted by our hotel. This means in fact NOTHING! Ty!!!!,

The hotel is located near to the (shopping) center of Brugge, approximately 1,5 km from the central rail station. We've been there during the heaviest Covid-19 measures the country has known. We felt really secure during our stay and even it was different from everything we knew, we really enjoyed. Breakfast was served at booked time in the hotel room and at Brugge you're able to take-away your dinners in person or order takeaway, deliveroo or uber. This went a great stay for us in Bruges!",positive
"Old fashion ,

Proximité and the breakfast",negative
"nothing,

Breakfast;  there was a good selection of food that was well presented, the bedroom was very clean and well appointed, e.g hair drier and tea making facilities. free car parking opposite the B&B. the hosts were very friendly and helpful.",positive
Fantastic location. Excellent breakfast,positive
Friendly boutique hotel. Very well situated.,positive
"Quite noisy from the hallways and outside.,

Modern amenities, clean and excellent sense of humor.",positive
"Parking on street limited to 3 hours during the working week.,

Excellent location only a short walking distance to the city centre. 
Excellent breakfast with a broad choice of everything plus bacon & eggs.
Attentive host Magda.",positive
"Amazing place, relaxing and friendly atmosphere. Will defiantly return back",positive
"The hotel is bit old and the rooms are not very well sound proof. So you (almost) hear everything - the bags rolling, shower in the adjacent room, people talking. But we were there only for one night so was not a big deal for us. If you are looking for a quite place to stay, probably not the best option.,

Good location, friendly staff.",positive
Good price value balance,positive
"The bathroom was a bit small, and some parts of the hotel look as if they could use a renovation.,

A nice hotel very close to the beach and to the centre of Knokke.  We got a clean and comfortable room.  They arranged us an early breakfast (and breakfast is good), which we appreciated.  Corona prevention measures were respected scrupulously.",positive
"Nothing,

The B and B was central and had plenty of parking.",positive
"Carpets at entrance needs upgrading as look all worn out,

Loved the eco friendly vibe!",positive
Quirky hotel. Lovely staff. Fabulous location,positive
"Overpriced for what it was. Beds were uncomfortable and towels smelt bad.,

Location was very good close to town centre.",positive
"Magda as always was a fantastic host. Everything was as we expected, super clean with a superb breakfast spread.Nothing is to much trouble & it is our go to place when staying in or around Ypres.",positive
"Nothing to complein .,

Excellent place to stay , one of the best I stayed in whole our trip , highly recommend.",positive
"Hotel is obviously very old and needs maintenance,

Location is good. Breakfast is fine. Good value for the money. We paid something around 150 for 2 rooms.",positive
nice spacious rooms and very good breakfast,positive
"The bathroom was very small and the shower had to be closed with a curtain.
The WiFi was bad.",negative
"great breakfast, lots of choice",positive
"There was no hair conditioner, just one shower cap while we were 2 persons in the room.,

Fresh orange juice in breakfast",positive
It’s location,positive
"Ratio of price vs hotel luxury, but understandable considering price increase for tomorrowland,

Stafd very friendly and welcoming",positive
"Smallish bathroom, but we had 2 tall men with us.,

Great Breafast, the best of our stay, owner was lovely",positive
"Nothing.,

Everything, the rooms are great, spacious, bright, super clean.",positive
"It is well located, properly equipped and clean! I think it is good enough for the price paid!",positive
"Cleanliness of rooms
Friendly receptionist
Location",positive
"Bathroom too small,

Location Service excellent great beds",positive
"Nothing.,

Very comfortable, airy balcony room . Excellent bed. Good location very close to centre with parking opposite.",positive
"The receptionist upon checking in polite but very unfriendly ,

Clean spacious modern. Excellent bathroom/shower",positive
"We were in a room up 2 flights of stairs so a bit difficult with 2 suitcases weighing 18 kg each!  Perhaps you might put those traveling from afar eg Australia on lower levels?  Many travelling from a distance come to Europe for a few weeks, so have more luggage.  Next time we will request a room on a lower floor.  But we enjoyed our stay and loved your town.,

Location was absolutely fantastic.  Breakfast was quite fine without being outstanding.  Lovely staying in a building with character and history.    The hosts were very helpful with recommendations for dinner.  Loved Poules et Moules!",positive
Breakfast 18 EUR per person is ridiculous.,positive
"It was all perfect,even in the smallest details and a very warm welcome.",positive
"No,

Lovely stay. The hostel is lovely. Simple breakfast.",positive
"Breakfast could be better...only cold buffet with limited choice.,

very good location close to beach walk, center, shopping street and restaurants.",positive
"Not applicable,

Warmly welcomed by very helpful staff who make you feel at home and spent time to help with sightseeing. Location was great and very quiet. Facilities were very clean and highly functional for our needs.",positive
"No coffee, tea maker in the room, no bottled water in room. Limited parking. Halls leading to rooms dark, elevator too small.,

Close to the beach",positive
"Was all positive.,

Friendly owners. Easy access. Great brekkie. Owner dropped us at the train station when we left. Lovely people and the B & B had a great atmosphere. Recommended for a stay in Ypres.",positive
"Not a lot. A few minor items in the room eg the socket I used for the iron comes away from the wall - I think others have had the same problem, due the short (& tied to the board) lead on the iron.  I don't like the packet / instant coffee, as provided in the room, but that is probably to be expected.,

Breakfast good, location perfect for my stay",positive
"Very steep stairs ,

Friendly staff, great location, quite and a good breakfast.",positive
"Trying to get to the hotel from the main road in a car was terrible (45 mins) with so many one ways and closures for cyclists. The hotel should provide a map it is that awkward to access. Once there all was great!,

Really nice hotel with friendly staff and good quality room.",positive
"Stairs are quite steep with narrow treads, not easy for people with mobility issues.Mattresses were soft, but that is down to personal preference.,

Good location, easy to walk into the centre of town. On street parking (watch out for different zones where time is limited / charges)We had two double rooms, one had a small en-suite, the other had its own toilet and shower facilities just outside the room. Tea / coffee making facilities on landing. Lovely  roof terrace and / or garden to sit out in.Breakfast was amazing!",positive
"Such a fantastic stay! Very close to the main square. Basic hostel breakfast, but did the job. Great vibe in the bar/lobby area. Big kitchen, great outdoor area, clean bathrooms and showers. Rooms were spacious, comfy beds, and had large lockers to put all your belongings. Staff were very friendly and knowledgeable.",positive
Locatie was perfect.,positive
"Clean room, nice furniture, nice accents and quiet area.We had a free upgrade because of my partner's birthday! Friendly staff!",positive
"Damaged bathroom and rather poorly decorated room,

Breakfast was great! Location is very good as well.",positive
"Lots of stairs! Ok for us, but not for anyone with mobility challenges. There are some rooms on the ground floor, but ours was up several narrow, winding flights.,

Great location, adorable 4-person room looked like it was built by elves, good breakfast, friendly staff",positive
"No water sometimes,

everything except that water was sometimes cut-off. probably not the hotel's fault?",positive
"Nothing,

Friendly welcome, lovely accommodation approx 10 mins easy walk into central Ypres. Breakfast was excellent and plentiful. Magda was very helpful.",positive
"1 plug for 2 beds,

Lively ambiance and great bar with full of local beers
7-8 mins to the main square by foot
Great wireless connection in entire building
Good breakfast
Lockers",positive
"Bathroom could be cleaner, real matrass on the bed,

Location, friendly staff, price",positive
The location is perfect to visit all sights in Bruges. The owner is very friendly and helpful. We also had a quiet night despite the central location. And good value breakfast for what you pay!,positive
The rooms definitely need to be refurbished.,positive
"The staff make you feel at home, as soon as you walk through the door. Always with a friendly smile",positive
"18 euro breakfast,

staff was super helpful and spoke a lot of languages",positive
"Room was nice and clean, but a bit cramped for a family of five,

Copious breakfast, central but quiet location, friendly host",positive
"Nothing in particular!,

Welcomed by a sweet and friendly staff! Spacious and clean room! Comfortable bed! Clean bathroom & shower! Kitchen for free refill water and all the stuff you need! Nice breakfast! Locker in the room!",positive
"Negative: tiny room with no daylight (almost all rooms have windows to a small and dark courtyard which is filled with the fire escape stairs), two out of three nights the toilet was broken (I told them after the first night and someone came to fix it, but it broke again), very noisy (you hear everything from the hallway and neighbouring rooms), run-down furniture and old, uncomfortable mattresses.,

Positive: good location, friendly staff at the reception, clean.",negative
Breakfast wasn’t served till 8 so don’t plan on leaving before then!,positive
"Worn down room, chipped mirror, broken handles on wardrobe.,

The breakfast was very good",negative
Hotel located in old city center. Room is clean and comfortable and furnished in old style. The bathroom is big. Good breakfast is included and the room contains kettle.,positive
"charges for tea and coffee in the room,

24 hour check in",positive
"Nothing - it was lovely,

Amazing - room lovely, situation very handy for centre of Ypres
Breakfast amazing!",positive
"Needs to press the button several times in order to get water when taking shower, but other than that it’s a really nice hostel.,

Great breakfast, friendly staff. They will also provide lockers after you check out.",positive
"Bed was big and comfortable but very low. Good shower but toiletries not replaced daily.Parking was full by the time we got there.,

Hotel is in an ideal position to explore Ostend, close to the Beach and main shopping area. Good sized room, large screen TV with access to UK football Games. Large comfy bed.",positive
"Friendly people, confortable bed, delicious breakfast",positive
"Smoking in courtyard smells went through to breakfast room,

Location, decor, friendly , room amazing, great breakfast. Would definitely stay here again.",positive
"Church bells at 8AM,

The view from my room on the top floor was magnificent.",positive
"Nothing,

Breakfast was amazing. Everything you could possibly want and then more. The staff were exceptional. The room a little small but comfortable, clean and quiet.",positive
"I slept down bunk in 4 bed mixed room while those slept on upper bunk was an old folk. He was very difficult to get to his bed. I think the staff should be consider about this when he check in. Due to the policy of the hostel, i could not change with the old man. Poor guy!! The female staff in the morning in bad mood answer the question impatiently,

Kitchen full with different Utensil and all you can use! Clean and comfortable room! It is very easy to get Markt.",positive
"Outrageous pricing (new years eve) for very basic hotel, no acoustic isolation, in our room we could hear someone snoring in the next room, as well as toilets flushing and showers running etc,

Location, friendly staff",negative
"All good.,

Clean confortable.",positive
"The hotel pre-authorised almost the full amount of our stay about 10 days before our arrival. After our stay they stated that the blocked amount will be charged plus the city taxes, but beside the blocked amount they charged the full amount as well. I know that some hotels have this custom, and I would be ok with it was I to know ahead, however this was not stated in the hotels policy.,

The hotel is located very close to the main square. Close enough to walk there in about 2-3minutes, but far enough not to be in the middle of the hustle and bustle and noise. The staff was very very kind, made us feel very welcomed. The breakfast was good, the eggs are prepared fresh upon your request, and again the lady was super kind.  She prepared a very good hot chocolate. The room was arranged very beautifully and authentically, with a more modern bathroom. The whole building has an authentic atmosphere, with a nice thin staircase. The whole city of Brugge feels like time travel and our stay at this hotel complemented this feeling. I strongly recommend it!",positive
"bed was hard,

Great hotel and staff",positive
Breakfast was great- lots of choice and delicious bacon and eggs. Good location which was easy to find with free parking outside.,positive
It was ver warm during our stay in room 112.,positive
"Very poor sound proof,

I really liked the stuff. Manager at the reception was friendly and welcoming",negative
"Aiconditioning missing: hot in the room.,

In city centre. Clean room, good bed.
Excellent breakfast.",positive
"Dusty air in the bedroom ,

Lovely old fashioned style of the room",positive
"Room and bathroom were smaller than  expected from pictures. Parking a bit of a hassle as it is three hours only on the street during the day. We’re told we could park at the small mall next door but when we asked they said only when we were shopping there and the manager was fed up with the B&B telling people they could park there. They also lock the gate at 6 pm so if you haven’t moved your car you are out of luck.
,

Good location. Lovely deck to sit out and relax. Great breakfast.",positive
Breakfast is simple as expected. Everything is clean and the people are nice.,positive
Nice staff and Nice breakfast! The room was comfy !,positive
"Nothing ,

I received a warm welcome, the room was clean and a perfect size for one person. The air conditioning was a bonus as it was very hot weather. Breakfast great and lovely staff.",positive
"Access to my room, up an exterior narrow circular metal staircase, was awkward with luggage and would not be possible for anyone with mobility issues. Parking is wherever you can find it on neighboring streets.,

Room was spartanly furnished but comfortable. Breakfast selection was amazing!",positive
"Location: perfect can’t get better than this, best option if you’re looking something near center",positive
"Hair dryers,

Location
Breakfast
Room",positive
top landlady .breakfast out of this world.,positive
"very good facilities, excellent staff attention and very good breakfast food",positive
Super good!!,positive
"Nothing. ,

Water bed and was very comfortable. The range of foods available for breakfast as remarkable given the small number of guests staying there. The host was very friendly and spoke excellent English.",positive
"Even though the breakfast is included, which is amazing, there's not a lot of variety.,

I was absolutely amazed by how the clean the bedrooms and particulary the bathrooms were. The shower is individual and inside a compartment with a washbasin, which allows us to have our privacy and take our belongings with us if we need to. Free lockers come with the room, which have very comfortable beds. You can walk from the hostel to the center of the city quickly. Extremely nice staff. I'm a total fan of this hostel and can't wait to be back.",positive
"Stairs were very narrow but thats always the case in Bruge so didnt at all ruin our stay. ,

Great location. Modern decor with a classic Bruge feel. Absolutely lovely hotel. Staff very friendly and welcoming. Breakfast very nice. An overall amazing experience.",positive
"That we hadn’t got a longer stay, missing already.,

Location, friendliness, accommodation, all was good.",positive
"- not enough showers (two for women and two for men on the first floor :( )- quite hard beds,

- good location- nice breakfast- spacious, clean rooms- safe locker-system with a keypad- clean showers- very good bikes for hire (€6)- very cosy bar and garden",positive
"Nothing,

The room was very large and very clean and comfortable. The staff were so friendly and helpful, breakfast was amazing and location was just perfect!",positive
"Staff this morning was not pleasant. It’s true we were 20 minutes late with check out but they stormed in the kitchen without even saying good morning and simply told us we had to leave. ,

The dtay was fantastic. We also had a small bottle of champagne offered to us. Central, very comfortable, stylish.",positive
"The mattress of the baby bed was a bit uncomfortable, next time we would prefer to bring our own. ,

Clean modern space. We enjoyed the location in the city centre with shops and take-out restaurants nearby. The owner could not meet us in person, but provided us with all necessary informations.",positive
"-,

Very nice and well equipped apartment",positive
Location and staff,positive
"Nothing, it was exactly as we had hoped. It's very minimalist, but that's the type of thing we like about hotels.,

This was our second time visiting Bruges and our second time booking with Monsieur Ernest. If you're looking for a chic hotel right in the city, this is the perfect spot.",positive
Very cute with a homey feeling but also elegant.,positive
"Nothing. The facilities were excellent, breakfast was more than adequate and the owners were helpful and accommodating which is all that is needed from a B&B. I would recommend this establishment.,

An excellent B&B in a good location with plenty of parking. In easy walking distance of the Grote Markt, Cloth Hall and Cathedral.",positive
"Would have loved a small fridge and tea/coffee facilities in the room and also a few more lights - room is a little on the dark side.,

Staff are super friendly and attentive and very knowledgeable about the area. Room was bigger than expected. Parking was easy and under cover. The bar area is lovely and over looks the canal - suspect this would be nice in summer!Located in a quiet location and easy walking to the main historic area (about 8 mins).",positive
"If I have to tell the cons there is hardly any. I feel at this category a bit bigger room would have been nice and may be we were lame to not figure out but the water from the bathtub doesn’t go out. Had to tell the reception but they took care of it. 
,

Location, Location and Location - Its fantastic. 2 min walk from the Grand Place. Mostly all attractions can be covered by foot. All within a radius of 10 mins. I was in room 505. Its called the kings room with a nice view. 
The staffs were extremely courteous!
I will definitely book again. Recommend!",positive
"Third time staying at Juliettes. Great Accommodation and location, friendly and great Breakfast. Thank you",positive
"Walls are a bit paper thin but overall clean property! ,

Super clean, easy to find, great staff, parking, and very good breakfast!",positive
Aris hotel is the top in Bruxelles. It is in one of the main street of the downtown close to the central station. Very clean and comfortable.  Staff is very very kind. Close to one of the  few vegan and glutenfree restaurant in Bruxelles.,positive
"Nothing ,

Location , excellent Breakfast , very comfy bed and lovely hosts",positive
"None,

Friendly staff",positive
"My first room had a dirty bathroom
,

It was really comfortable",negative
"Nothing ,

Very welcoming hosts. Great location.  Great breakfast",positive
Very friendly staff and nice breakfast.,positive
"Great staff! Very thankful for early check in, it was raining and my room was ready. Thank you so much!",positive
"Nada! Todo perfect!,

Todo!",positive
Perfect hosts. Perfect for location.,positive
"Staff were incredibly friendly and helpful, delicious breakfast, super comfy bed with a great view over the canal.",positive
"Nothing,

The location was perfect right in the middle of the city! The room is beyond expectation so pretty with all the little details. The bed is very comfortable, we would like to come back again one day!",positive
Excellent hosts & lots of space,positive
"Nothing. Read all the booking.com comments and you have a good idea of what to expect.,

Basically, this is a typical 'previous-century' Brussels house in which individuals rooms have been converted to guest rooms. Price/quality is OK and probably one of the most fair in the district (where most hotel guests are not paying their own bills but using European tax money to pay much higher prices for rooms that are not much better). I have stayed in multiple hotels in this districts, single nights at the time, and this hotel is just fine. What you see in the website description is what you get. And no, there is no elevator...",negative
"rather noisy at night- but perhaps unavoidable in a city centre location,

very friendly helpful staff",positive
"Everything was very clean and easy to use! Great location, staff were really friendly too!",positive
"The only detail: the stairs lacked a barrier - it didn't feel very safe to walk down or up with a little kid.,

We had a very nice stay, appreciate every tiny detail that made us feel comfortable including design. We also benefited from some basic food (or hygiene) products that allowed us to had a tea and a lunch.",positive
Beautiful breakfast and beautiful host. Very friendly and made us feel at home,positive
Great location and very friendly staff. On site parking was a great bonus too.,positive
"We booked this apartment because it said in the facilities to have air conditioning. Due to the extreme heat during my visit this was definitely needed. However, upon arrival there was no airconditioning to be seen. In addition to that there was no toiletpaper and there were crumbs of potato chips left in de kitchen drawer. Apparently this was done on purpose “for me to enjoy” pardon my french but no thanks. I contacted the owner about the things which I mentioned in here but they didn’t respond until after I contacted the booking.com service department. Then I got an apology for the missing A/C, they took it off their facilities list, but the deed was done. They have mislead me to book this appartement. I was not compensated in anyway, this left me very disappointed. ,

The apartment is beautifully decorated. The location is in the middle of the city centre. Which is nice because everything is close except for the nearest free parking space, which was one kilometer away.",negative
"We did not get all the things as promised on booking.com specially related to WellnessRooms and kitchen was clean however when you lay on bed and see towards window in all rooms and bathroom you will see lot of mould at corners that kind of looks bad.Windows are mounted high, sometimes it's difficult to cover up: let's says when its sunny or you do not want light in the room.,

Ling is the Perfect Host !!! She is really Nice and helpfulLocation was perfect to spend quality time with familyMost of the amenities you need are present on site Homemade fresh Jams/juice/Croissant for breakfast Nice place to visit specially during summers as you get pool , kids can play outside, you can do barbeque and lot of other stuff...",positive
"I used to stay at cheaper hotels in higher quality and with better facilities. Okay, nothing against simplicity and a bit old-fashioned equipment, but in this case..I pay just for the location? I missed normal chair for sitting to the table and work, perfect was kettle etc., but just with tea...unfortunately without coffee ;-).,

Hotel is located near to the train station, very good accessible from the airport and near to the EU district. Clean bathroom and bed. Good for short-term stay if you do not stay in the hotel lot of the time. Very friendly staff.",negative
"There was nothing I didn't like.,

Staff were so friendly and very helpful, excellent location to everything,we stayed in the family room which was very spacious and really clean, would definitely stay here again.",positive
"I haven't arrived yet because I delayed the date of my arrival. However, the three staffs who helped me on the phone and via email were super friendly.",positive
"Exceptionally nice property. Really clean, modern, and stylish. Everything you could need for your stay. Really great and highly recommended. Très bien.",positive
This B&B was in a very quiet location with free parking and only 5 minutes walk from the city centre.  Very friendly  hosts and we would definitely stay here again.,positive
"Tea and coffee in the room. Room facing the back and not the canal.,

Well located and small and cute inside. Very cosy and although very central was far enough from the hustle and bustle to enjoy the quiet. Lovely breakfast. Great staff and comfortable room. Would recommend the canal view though as the back of the building does not have good views. I would definitely stay again. Great value for money.",positive
"Very nice property, the host was a lovely lady.",positive
Shower was tiny,negative
perfect location,negative
"Modern hostel, not far from city center.",positive
